popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month_name,release_month_num,release_quarter,profit,profit%
0.274207,Force of Execution,Steven Seagal|Danny Trejo|Ving Rhames|David House|Jenny Gabrielle,Keoni Waxman,98,Action|Crime,Steamroller Productions|Voltage Pictures,2013-12-31,21,5.1,2013,9360333.52740424,0.0,December,12,winter,-9360333.52740424,-inf
0.273681,Parkland,Zac Efron|Billy Bob Thornton|Ron Livingston|Tom Welling|Paul Giamatti,Peter Landesman,94,History|Drama|Thriller|Mystery,Playtone|American Film Company|Exclusive Media Group,2013-10-02,86,5.8,2013,9360333.52740424,611839.137052131,October,10,autumn,-8748494.390352108,-1429.8683854228016
0.270803,Ghost Shark,Mackenzie Rosman|Shawn C. Phillips|Richard Moll|Jayme Bohn|Eliot Brasseaux,Griff Furst,84,Horror|Science Fiction,Active Entertainment,2013-08-22,15,4.2,2013,0.0,0.0,August,8,summer,0.0,0.0
0.270285,The Borderlands,Robin Hill|Gordon Kennedy|Aidan McArdle|Patrick Godfrey|Luke Neal,Elliot Goldner,89,Horror,Metrodome Distribution,2013-08-24,35,5.0,2013,0.0,0.0,August,8,summer,0.0,0.0
0.268563,Living on One Dollar,Chris Temple|Ryan Christoffersen|Zach Ingrasci|Sean Leonard,Zach Ingrasci|Sean Leonard|Chris Temple,56,Documentary,unknown,2013-04-22,18,6.7,2013,0.0,0.0,April,4,spring,0.0,0.0
0.268263,I Declare War,Siam Yu|Gage Munroe|Michael Friend|Aidan Gouveia|Mackenzie Munro,Jason Lapeyre,94,Action|Comedy|Drama,Samaritan Entertainment,2013-05-10,19,5.8,2013,0.0,0.0,May,5,spring,0.0,0.0
0.300184,Crush,Sarah Bolger|Holt McCallany|Lucas Till|Crystal Reed|Caitriona Balfe,Malik Bader,94,Thriller,Intrepid Pictures,2013-03-13,47,5.5,2013,0.0,0.0,March,3,spring,0.0,0.0
0.265782,100 Degrees Below Zero,John Rhys-Davies|Jeff Fahey|Marc McKevitt Ewins|Judit Fekete|Andray Johnson,R.D. Braunstein,88,Action|Science Fiction,The Asylum|The Global Asylum|Next Station Productions|The Institution,2013-03-29,10,3.7,2013,468016.676370212,0.0,March,3,spring,-468016.676370212,-inf
0.264342,Hatchet III,Danielle Harris|Kane Hodder|Zach Galligan|Caroline Williams|Derek Mears,BJ McDonnell,89,Horror|Thriller|Comedy|Action,ArieScope Pictures|Dark Sky Films,2013-06-14,43,5.1,2013,0.0,0.0,June,6,summer,0.0,0.0
0.263125,Syrup,Amber Heard|Shiloh Fernandez|Brittany Snow|Kellan Lutz|Josh Pais,Aram Rappaport,90,Drama|Comedy,Lila 9th Productions|Windward Entertainment,2013-06-07,61,5.6,2013,5616200.11644254,0.0,June,6,summer,-5616200.11644254,-inf
0.262989,Michael Kohlhaas,Mads Mikkelsen|MÃ©lusine Mayance|Delphine Chuillot|Bruno Ganz|Denis Lavant,Arnaud des PalliÃ¨res,122,Drama|History,Les Films d'Ici,2013-08-14,32,6.0,2013,0.0,0.0,August,8,summer,0.0,0.0
0.261321,Torment,Katharine Isabelle|Robin Dunne|Peter DaCunha|Stephen McHattie|Noah Danby,Jordan Barker,81,Thriller|Horror,Gearshift Films,2013-10-11,25,4.7,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.260546,The Demented,Kayla Ewell|Brittney Alger|Sarah Butler|Michael Welch|Chris Ashworth,Christopher Roosevelt,92,Drama|Horror|Thriller,Hollywood Media Bridge|Zero Gravity Management|ChickFlick Productions,2013-07-30,24,4.6,2013,0.0,0.0,July,7,summer,0.0,0.0
0.258887,Antisocial,Michelle Mylett|Cody Ray Thompson|Adam Christie|Romaine Waite|Ryan Barrett,Cody Calahan,90,Horror|Thriller,unknown,2013-07-31,19,4.3,2013,0.0,0.0,July,7,summer,0.0,0.0
0.257366,Miele,Jasmine Trinca|Carlo Cecchi|Libero De Rienzo|Vinicio Marchioni|Iaia Forte,Valeria Golino,96,Drama,Rai Cinema|Buena Onda,2013-05-01,10,5.0,2013,0.0,0.0,May,5,spring,0.0,0.0
0.251933,The Wizards Return: Alex vs. Alex,Selena Gomez|Jake T. Austin|Jennifer Stone|Maria Canals-Barrera|David DeLuise,Victor Gonzalez,60,Adventure|Comedy|Drama,Disney Channel|It's a Laugh Productions,2013-03-15,96,6.3,2013,0.0,0.0,March,3,spring,0.0,0.0
0.250542,Jodorowsky's Dune,Alejandro Jodorowsky|Michel Seydoux|H.R. Giger|Chris Foss|Brontis Jodorowsky,Frank Pavich,90,Documentary|Drama,CamÃ©ra One|Snowfort Pictures|Endless Picnic,2013-08-30,98,8.1,2013,0.0,0.0,August,8,summer,0.0,0.0
0.249284,The Inevitable Defeat of Mister & Pete,Skylan Brooks|Ethan Dizon|Jennifer Hudson|Jordin Sparks|Anthony Mackie,"George Tillman, Jr.",108,Drama,State Street Pictures|iDeal Partners Film Fund|Unified Pictures|Floren Shieh Productions|Venture Forth,2013-10-11,14,6.7,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.249031,How I Live Now,Saoirse Ronan|George MacKay|Tom Holland|Harley Bird|Anna Chancellor,Kevin Macdonald,101,Drama|Action|Thriller|War,Cowboy Films|Passion Pictures|BFI Film Fund,2013-09-10,169,6.4,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.244507,Welcome to the Jungle,Kristen Schaal|Megan Boone|Jean-Claude Van Damme|Adam Brody|Bianca Bree,Rob Meltzer,95,Comedy,120dB Films|Pimienta|The Salt Company International|Private Island Trax|Stun Creative,2013-04-27,81,4.9,2013,3276116.73459148,0.0,April,4,spring,-3276116.73459148,-inf
0.240375,Downloaded,Sean Parker|Shawn Fanning|Lars Ulrich|Jon Stewart|Noel Gallagher,Alex Winter,106,Documentary,VH1 Rock Docs,2013-06-20,19,6.5,2013,0.0,0.0,June,6,summer,0.0,0.0
0.238632,The Last Exorcism Part II,Ashley Bell|Julia Garner|Andrew Sensenig|Spencer Treat Clark|Judd Lormand,Ed Gass-Donnelly,88,Horror|Thriller,StudioCanal|CBS Films,2013-02-28,145,4.5,2013,4680166.76370212,14208332.9433194,February,2,winter,9528166.179617282,67.06040897005668
0.236956,InAPPropriate Comedy,Rob Schneider|Michelle Rodriguez|Adrien Brody|Lindsay Lohan|Ari Shaffir,Vince Offer,84,Comedy,unknown,2013-03-22,16,3.2,2013,0.0,213.415604424816,March,3,spring,213.415604424816,100.0
0.234543,Dirty Wars,Nasser Al Aulaqi|Saleha Al Aulaqi|Muqbal Al Kazemi|Abdul Rahman Barman|Saleh Bin Fareed,Rick Rowley,87,Documentary|Drama|War|Crime|Mystery,Civic Bakery|Big Noise Films,2013-01-18,40,7.1,2013,0.0,0.0,January,1,winter,0.0,0.0
0.231532,The Suspect,Mekhi Phifer|William Sadler|Derek RochÃ©|James McCaffrey|Rebecca Creskoff,Stuart Connelly,89,Thriller,unknown,2013-10-16,10,5.1,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.230595,What Maisie Knew,Alexander SkarsgÃ¥rd|Julianne Moore|Steve Coogan|Onata Aprile|Joanna Vanderham,Scott McGehee|David Siegel,93,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,2013-05-02,98,7.5,2013,5616200.11644254,998252.425730433,May,5,spring,-4617947.690712106,-462.60320252496257
0.230594,Cottage Country,Malin Ã…kerman|Tyler Labine|Dan Petronijevic|Lucy Punch|Benjamin Ayres,Peter Wellington,91,Action|Comedy|Crime|Romance,Whizbang Films,2013-03-13,21,5.0,2013,0.0,0.0,March,3,spring,0.0,0.0
0.70068,Teen Beach Movie,Ross Lynch|Maia Mitchell|Grace Phipps|Garrett Clayton|John DeLuca,Jeffrey Hornaday,110,Family|Music|TV Movie,Disney Channel,2013-07-19,154,6.0,2013,0.0,0.0,July,7,summer,0.0,0.0
0.229656,Mandela: Long Walk to Freedom,Idris Elba|Naomie Harris|Tony Kgoroge|Riaad Moosa|Fana Mokoena,Justin Chadwick,141,Drama|History,Distant Horizons|Film Afrika Worldwide|Videovision Entertainment|Pathe|Origin Pictures,2013-12-06,165,6.5,2013,32761167.3459148,25581791.5303958,December,12,winter,-7179375.815519001,-28.064398097328734
0.229398,Blue Caprice,Isaiah Washington|Tequan Richmond|Tim Blake Nelson|Joey Lauren Adams|Leo Fitzpatrick,Alexandre Moors,93,Crime|Drama|Mystery,Intrinsic Value Films,2013-09-12,28,5.3,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.229009,Louis C.K.: Oh My God,Louis C.K.,Louis C.K.,58,Comedy,Pig Newton,2013-04-13,45,7.5,2013,0.0,0.0,April,4,spring,0.0,0.0
0.228779,Vamp U,Julie Gonzalo|Adam Johnson|Gary Cole|Maclain Nelson|Bart Johnson,Matt Jespersen|Maclain Nelson,100,Action|Comedy|Horror,unknown,2013-03-05,22,4.4,2013,0.0,0.0,March,3,spring,0.0,0.0
0.228336,Zombie Night,Daryl Hannah|Anthony Michael Hall|Rachel G. Fox|Alan Ruck|Shirley Jones,John Gulager,88,Horror,unknown,2013-10-08,13,2.9,2013,936033.352740424,0.0,October,10,autumn,-936033.352740424,-inf
0.228099,The Hunters,Robbie Amell|Alexa PenaVega|Keenan Tracey|Victor Garber|Michelle Forbes,Nisha Ganatra,85,Adventure,Content Media Corp.|Raindance Entertainment|Eh-Okay|Arc Entertainment,2013-10-25,70,4.6,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.227851,Philomena,Judi Dench|Steve Coogan|Sophie Kennedy Clark|Mare Winningham|Barbara Jefford,Stephen Frears,98,Drama,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films,2013-11-01,360,7.4,2013,11232400.232885,93724899.7976296,November,11,autumn,82492499.56474459,88.01556442616855
0.226483,Madly Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Danny Jacobs,David Soren,22,Animation|Comedy|Family,DreamWorks Animation,2013-01-29,29,6.2,2013,0.0,0.0,January,1,winter,0.0,0.0
0.151377999999999,Bettie Page Reveals All,Bettie Page|Dita Von Teese|Hugh M. Hefner|Rebecca Romijn|Tricia Helfer,Mark Mori,101,Documentary,Single Spark Pictures|Music Box Films,2013-11-22,10,7.0,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.224882,Family Weekend,Olesya Rulin|Kristin Chenoweth|Matthew Modine|Joey King|Shirley Jones,Benjamin Epps,105,Comedy|Drama,"Bedford Falls Company, The|Footprint Features",2013-03-28,43,6.2,2013,0.0,0.0,March,3,spring,0.0,0.0
0.224842,Return to Nim's Island,Matthew Lillard|Bindi Irwin|Toby Wallace|Sebastian Gregory|Jack Pearson,Brendan Maher,90,Family|Adventure,Universal Pictures Germany GmbH,2013-03-15,24,4.9,2013,0.0,0.0,March,3,spring,0.0,0.0
0.223863,Crazy Kind of Love,Virginia Madsen|Graham Rogers|Amanda Crew|Zach Gilford|Sam Trammell,Sarah Siegel-Magness,100,Comedy|Drama|Romance,Lighthouse Home Entertainment,2013-05-31,11,5.6,2013,0.0,0.0,May,5,spring,0.0,0.0
0.222776,Hross Ã­ oss,Ingvar Eggert SigurÃ°sson|Charlotte BÃ¸ving|Steinn Ãrmann MagnÃºsson|KristbjÃ¶rg Kjeld|Helgi BjÃ¶rnsson,Benedikt Erlingsson,85,Drama|Romance|Comedy,Filmhuset Gruppen|Leiknar Myndir,2013-08-30,11,6.5,2013,9.36033352740424,10.2963668801446,August,8,summer,0.9360333527403597,9.090909090908523
0.222628,Sexy Evil Genius,Seth Green|William Baldwin|Katee Sackhoff|Michelle Trachtenberg|Harold Perrineau,Shawn Piller,85,Comedy|Drama|Mystery,Launchpad Productions|Piller / Segan / Shepherd|Sobini Films,2013-04-09,18,6.2,2013,0.0,0.0,April,4,spring,0.0,0.0
0.220882,Magic Magic,Michael Cera|Juno Temple|Emily Browning|Catalina Sandino Moreno|AgustÃ­n Silva,SebastiÃ¡n Silva,97,Thriller,Killer Films|Braven Films|Rip Cord Productions,2013-07-26,42,5.3,2013,0.0,0.0,July,7,summer,0.0,0.0
0.218887,Prince Avalanche,Emile Hirsch|Paul Rudd|Lance LeGault|Joyce Payne|Gina Grande,David Gordon Green,94,Comedy|Drama,Muskat Filmed Properties|Dogfish Pictures,2013-08-09,70,6.1,2013,678624.180736808,0.0,August,8,summer,-678624.180736808,-inf
0.357926,Louder Than Words,Adelaide Kane|David Duchovny|Timothy Hutton|Xander Berkeley|Hope Davis,Anthony Fabian,95,Drama,Identity Films,2013-10-11,11,6.1,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.21824,Castello Cavalcanti,Jason Schwartzman|Giada Colagrande|Igino Angelini|Teodorico Arbore|Teodorico Arbore,Wes Anderson,8,Comedy,The Directors Bureau|Hi! Production,2013-11-14,39,7.0,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.218097,The Crash Reel,Kevin Pearce|Shaun White|Scotty Lago|Jake Burton|Mason Aguirre,Lucy Walker,108,Documentary,Tree Tree Tree Productions,2013-06-10,23,7.9,2013,0.0,0.0,June,6,summer,0.0,0.0
0.217353,The Unknown Known,Donald Rumsfeld|Kenn Medeiros|Errol Morris,Errol Morris,102,Documentary,unknown,2013-08-29,19,7.4,2013,0.0,0.0,August,8,summer,0.0,0.0
0.457265,Diana,Naomi Watts|Naveen Andrews|Charles Edwards|Douglas Hodge|Lee Asquith-Coe,Oliver Hirschbiegel,113,Drama|Romance,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films,2013-09-19,122,5.0,2013,14040500.2911063,20373955.6207866,September,9,autumn,6333455.329680299,31.086036740055373
0.280992,Test,Scott Marlowe|Matthew Risch|Kevin Clarke|Kristoffer Cusick|Damon K. Sperber,Chris Mason Johnson,89,Romance|Drama|Music,Gloss Studio|Serious Productions,2013-06-29,23,7.1,2013,0.0,0.0,June,6,summer,0.0,0.0
0.2162,Touchy Feely,Ellen Page|Rosemarie DeWitt|Scoot McNairy|Allison Janney|Ron Livingston,Lynn Shelton,89,Drama,Lynn Shelton,2013-01-19,22,5.4,2013,0.0,32781.7600796751,January,1,winter,32781.7600796751,100.0
0.215019,The Marine 3: Homefront,Mike Mizanin|Neal McDonough|Michael Eklund|Ashley Bell,Scott Wiper,86,Action,WWE Studios,2013-03-05,16,4.7,2013,0.0,0.0,March,3,spring,0.0,0.0
0.213141,Forbidden Ground,Johan Earl|Tim Pocock|Martin Copping|Denai Gracie|Sarah Mawbey,Johan Earl|Adrian Powers,95,War|Action|Drama,24/7 Films|Armzfx|Scarlet Fire Films,2013-08-16,25,6.0,2013,0.0,0.0,August,8,summer,0.0,0.0
0.212741,Dear Dumb Diary,Emily Alyn Lind|Sterling Griffith|David Mazouz|Natalie Alyn Lind|Mary-Charles Jones,Kristin Hanggi,84,Family,Walden Media|Zucker Productions|Triple D Productions,2013-09-06,11,6.6,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.210901,Compulsion,Heather Graham|Carrie-Anne Moss|Joe Mantegna|Kevin Dillon|Kate Trotter,Egidio Coccimiglio,88,Thriller|Drama,Entertainment One,2013-06-21,17,4.9,2013,3744133.41096169,0.0,June,6,summer,-3744133.41096169,-inf
0.210806,The Saratov Approach,Bart Johnson|Corbin Allred|Alex Veadov|Maclain Nelson|Shawn Carter,Garrett Batty,101,Action|Drama,Three Coin Productions|Saratov Films,2013-10-09,10,5.2,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.210766,Dark Touch,Missy Keating|Marcella Plunkett|PÃ¡draic Delaney|Art Parkinson|Anabel Sweeney,Marina de Van,90,Horror|Thriller,Eurimages|Ex Nihilo|Element Pictures|Bord Scannan na hEireann / Irish Film Board|Film i VÃ¤st,2013-09-27,20,4.0,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.210564,David Blaine: Real or Magic,David Blaine|Woody Allen|Will Arnett|George W. Bush|Bryan Cranston,Matthew Akers,63,Documentary,Radical Media,2013-11-18,15,6.4,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.206724,Tesis sobre un homicidio,Ricardo DarÃ­n|Alberto Ammann|Calu Rivero|Arturo Puig,HernÃ¡n Goldfrid,102,Mystery|Thriller|Crime,unknown,2013-01-17,34,6.2,2013,0.0,0.0,January,1,winter,0.0,0.0
0.359611,Alan Partridge: Alpha Papa,Steve Coogan|Anna Maxwell Martin|Nigel Lindsay|Simon Greenall|Colm Meaney,Declan Lowney,90,Comedy,BBC Films|StudioCanal|Baby Cow Productions|British Film Institute (BFI)|Baby Cow Films,2013-07-24,94,6.7,2013,0.0,0.0,July,7,summer,0.0,0.0
0.205676,Grave Halloween,Cassi Thomson|Dejan Loyola|Graham Wardle|Jesse Wheeler|Tom Stevens   ,Steven R. Monroe,90,Horror,Syfy,2013-10-12,13,3.8,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.204989,The Den,Melanie Papalia|Matt Riedy|David Schlachtenhaufen|Adam Shapiro|Matt Lasky,Zachary Donohue,81,Horror|Thriller,Onset Films|Cliffbrook Films,2013-12-12,58,5.9,2013,0.0,0.0,December,12,winter,0.0,0.0
0.384555,Gimme Shelter,Vanessa Hudgens|Rosario Dawson|Brendan Fraser|Stephanie Szostak|James Earl Jones,Ron Krauss,101,Drama,Day Twenty- Eight Films|Rishon Films,2013-10-17,55,6.4,2013,7020250.14555318,1272921.11672523,October,10,autumn,-5747329.02882795,-451.5070850276858
0.202551,The Challenger,William Hurt|Bruce Greenwood|Joanne Whalley|Brian Dennehy|Kevin McNally,James Hawes,90,Drama,BBC|Science Channel,2013-03-18,14,6.5,2013,0.0,0.0,March,3,spring,0.0,0.0
0.245322,Drones,Matt O'Leary|Eloise Mumford|Whip Hubley|William Russell|Amir Khalighi,Rick Rosenthal,82,Thriller,Whitewater Films|Khaos Digital,2013-10-18,10,5.2,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.19911,Jack the Giant Killer,Ben Cross|Jane March|Jamie Atkins|Vicki Glover|Tanya Winsor,Mark Atkins,87,Action|Fantasy,The Asylum,2013-03-12,15,4.0,2013,46801.6676370212,0.0,March,3,spring,-46801.6676370212,-inf
0.199019,The Right Kind of Wrong,Ryan Kwanten|Catherine O'Hara|Will Sasso|Sara Canning|Ryan McPartlin,Jeremiah S. Chechik,97,Romance|Comedy,Serendipity Point Films|Nomadic Pictures,2013-10-11,68,6.0,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.198945,Particle Fever,Martin Aleksa|Nima Arkani-Hamed|Savas Dimopoulos|Monica Dunford|Fabiola Gianotti,Mark Levinson,99,Documentary,Anthos Media|Particle Fever,2013-06-14,63,6.9,2013,0.0,0.0,June,6,summer,0.0,0.0
0.198091,A Promise,Rebecca Hall|Alan Rickman|Richard Madden|Toby Murray|Maggie Steed,Patrice Leconte,94,Drama|Romance,Wild Bunch|FidÃ©litÃ© Films|Scope Pictures|Orange CinÃ©ma SÃ©ries|Cofinova DÃ©veloppement 6,2013-09-04,25,5.7,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.197857,The Blue Umbrella,Sarah Jaffe,Saschka Unseld,7,Animation|Romance,Pixar Animation Studios,2013-02-12,132,7.8,2013,0.0,0.0,February,2,winter,0.0,0.0
0.379547,A Field in England,Julian Barratt|Michael Smiley|Reece Shearsmith|Peter Ferdinando|Ryan Pope,Ben Wheatley,90,Drama|History|Thriller,Film4|Rook Films,2013-07-05,33,5.8,2013,0.0,30744.9515041119,July,7,summer,30744.9515041119,100.0
0.194655,Free Ride,Anna Paquin|Drea de Matteo|Cam Gigandet|Liana Liberato|Eddie Pepitone,Shana Betz,86,Action|Drama|Thriller,Aberration Films,2013-10-10,11,5.5,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.194328,Pete's Christmas,Zachary Gordon|Molly Parker|Bailee Madison|Bruce Dern|Rick Roberts,Nisha Ganatra,86,Fantasy|Family,Hallmark Entertainment,2013-11-16,11,4.8,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.168935,Phil Spector,Helen Mirren|Al Pacino|Jeffrey Tambor|Chiwetel Ejiofor|Rebecca Pidgeon,David Mamet,92,TV Movie|Drama,HBO Films,2013-03-24,20,5.6,2013,0.0,0.0,March,3,spring,0.0,0.0
0.19301,Heatstroke,Stephen Dorff|Svetlana Metkina|Maisie Williams|Peter Stormare|Andrew Roux,Evelyn Purcell,92,Thriller,Bold Films,2013-12-19,21,5.3,2013,0.0,0.0,December,12,winter,0.0,0.0
0.192757,Frankenstein's Army,Karel Roden|Joshua Sasse|Robert Gwilym|Alexander Mercury|Luke Newberry,Richard Raaphorst,84,Action|Horror,Dark Sky Films|XYZ Films|Pellicola,2013-01-24,41,5.7,2013,0.0,0.0,January,1,winter,0.0,0.0
0.192249,The Selfish Giant,Conner Chapman|Shaun Thomas|Sean Gilder|Lorraine Ashbourne|Ian Burfield,Clio Barnard,91,Drama,British Film Institute (BFI)|Film4|Moonspun Films,2013-05-16,48,7.1,2013,0.0,0.0,May,5,spring,0.0,0.0
0.18767,ëª½íƒ€ì£¼,Uhm Jung-hwa|Kim Sang-kyung|Song Young-Chang|Jo Hee-Bong|Yoo Seung-Mok,Jung Geun-sub,119,Thriller|Mystery|Crime,Miin Pictures,2013-05-16,23,7.0,2013,0.0,0.0,May,5,spring,0.0,0.0
0.187127,Proxy,Alexia Rasmussen|Kristina Klebe|Alexa Havins|Joe Swanberg|Brittany Wagner,Zack Parker,122,Drama|Horror|Thriller,FSC Productions|Along The Tracks,2013-09-19,19,6.1,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.248392,All Hallows' Eve,Katie Maguire|Catherine A. Callahan|Marie Maser|Kayla Lian|Mike Giannelli,Damien Leone,82,Horror,Ruthless Pictures,2013-10-29,29,4.7,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.18384,AE: Apocalypse Earth,Adrian Paul|Richard Grieco|Bali Rodriguez|Gray Hawks|Jayson McCardell,Thunder Levin,87,TV Movie|Science Fiction|Action,"Asylum, The",2013-05-28,18,4.1,2013,936033.352740424,0.0,May,5,spring,-936033.352740424,-inf
0.182805,DrogÃ³wka,BartÅ‚omiej Topa|Arkadiusz Jakubik|Julia Kijowska|Eryk Lubos|Robert Wabich,Wojciech Smarzowski,118,Drama|Crime,Canal+Polska|Agora Entertainment|Film It,2013-01-31,10,6.8,2013,1684860.03493276,0.0,January,1,winter,-1684860.03493276,-inf
0.182166,Hansel & Gretel,Dee Wallace|Stephanie Greco|Brent Lydic|Jasper Cole|Sara Fletcher,Anthony C. Ferrante,90,Horror,The Asylum,2013-01-07,74,4.8,2013,126364.502619957,0.0,January,1,winter,-126364.502619957,-inf
0.18031,The Wee Man,John Hannah|Martin Compston|Patrick Bergin|Stephen McCole|Rita Tushingham,Ray Burdis,106,Drama,unknown,2013-01-18,11,5.4,2013,0.0,0.0,January,1,winter,0.0,0.0
0.17972,No Half Measures: Creating the Final Season of Breaking Bad,Michael Bowen|Betsy Brandt|Sam Catlin|Bryan Cranston|Vince Gilligan,Stuart Richardson,120,Documentary,Sony Pictures Home Entertainment,2013-11-26,29,8.0,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.179649,ì§‘ìœ¼ë¡œ ê°€ëŠ” ê¸¸,Jeon Do-yeon|Go Soo|Kang Ji-Woo|Choi Min-Chul|Lee Dong-Hwi,Pang Eun-Jin,131,Drama,unknown,2013-12-11,10,7.1,2013,0.0,0.0,December,12,winter,0.0,0.0
0.051172,Non-Stop,Lacey Chabert|Amy Davidson|Will Kemp|Betsy Russell|David Lipper,Richard Gabai,90,Drama|Mystery|Thriller,Check Entertainment,2013-11-29,10,5.7,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.27066,Ninja: Shadow of a Tear,Scott Adkins|Vithaya Pansringarm|Kane Kosugi|Tim Man|Mika Hijii,Isaac Florentine,95,Action|Crime|Thriller,Millennium Films|Swingin' Productions,2013-12-27,60,6.1,2013,0.0,0.0,December,12,winter,0.0,0.0
0.065195,Hotel Inferno,Michael Howe|Rayner Bourton|Jessica Carroll,Giulio De Santi,80,Crime|Horror|Action|Thriller,Necrostorm,2013-12-26,13,6.0,2013,0.0,0.0,December,12,winter,0.0,0.0
0.327935,The Hot Flashes,Brooke Shields|Daryl Hannah|Virginia Madsen|Camryn Manheim|Wanda Sykes,Susan Seidelman,99,Comedy,unknown,2013-07-12,13,4.3,2013,3744133.41096169,0.0,July,7,summer,-3744133.41096169,-inf
0.367908,Getaway,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne,Courtney Solomon,90,Action|Crime,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,2013-08-29,174,5.0,2013,16848600.3493276,9830164.23641207,August,8,summer,-7018436.112915531,-71.39693645115742
0.175029,Blutgletscher,Gerhard Liebmann|Edita MalovÄiÄ‡|Hille Beseler|Peter Knaack|Felix RÃ¶mer,Marvin Kren,98,Horror,Allegro-Film|Filmfonds Wien|ORF Film/Fernseh-Abkommen,2013-09-27,11,5.4,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.173264,The Monkey's Paw,C.J. Thomason|Stephen Lang|Michelle Pierce|Corbin Bleu|Daniel Hugh Kelly,Brett Simmons,88,Horror|Thriller,Jay-X Entertainment|TMP Films,2013-10-08,16,3.8,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.172844,Still Life,Eddie Marsan|Joanne Froggatt|Karen Drury|Andrew Buchan|Neil D'Souza,Uberto Pasolini,92,Drama,Rai Cinema|Redwave Films|Embargo Films,2013-11-28,45,7.2,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.131381,Three Night Stand,Sam Huntington|Meaghan Rath|Emmanuelle Chriqui|Reagan Pasternak|Jonathan Cherry,Pat Kiely,86,Comedy|Drama,Vroom Productions|Banner House Productions,2013-12-06,13,4.8,2013,0.0,0.0,December,12,winter,0.0,0.0
0.171647,On the Job,Piolo Pascual|Gerald Anderson|Angel Aquino|Shaina Magdayao|Michael De Mesa,Erik Matti,120,Action|Crime,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,2013-05-23,23,5.9,2013,985411.92019754,436273.913312079,May,5,spring,-549138.006885461,-125.87000738058047
0.170939,Fright Night 2: New Blood,Will Payne|Sean Power|Sacha Parkinson|Chris Waller|Jaime Murray,Eduardo RodrÃ­guez,99,Horror|Comedy,Gaeta / Rosenzweig Films,2013-08-31,46,4.4,2013,7488266.82192339,0.0,August,8,summer,-7488266.82192339,-inf
0.114529,Good Olâ€™ Freda,Freda Kelly|George Harrison|John Lennon|Paul McCartney|Ringo Starr,Ryan White,86,Documentary|History,unknown,2013-09-06,16,6.5,2013,0.0,126401.007920714,September,9,autumn,126401.007920714,100.0
0.169539,The Class of '92,David Beckham|Paul Scholes|Ryan Giggs|Phil Neville|Gary Neville,Benjamin Turner|Gabe Turner,98,Documentary,unknown,2013-12-01,24,6.6,2013,0.0,0.0,December,12,winter,0.0,0.0
0.039128,Against the Wild,Natasha Henstridge|CJ Adams|Erin Pitt|Ted Whittall|Rainbow Francks,Richard Boddington,90,Adventure|Family,Against the Wild Films,2013-12-29,12,5.2,2013,0.0,0.0,December,12,winter,0.0,0.0
0.168658,Wrong Cops,Mark Burnham|Eric Judor|Steve Little|Marilyn Manson|Grace Zabriskie,Quentin Dupieux,83,Comedy|Crime,CTB Film Company|Realitism Films|Rubber Films|Timwe,2013-12-18,40,5.9,2013,0.0,0.0,December,12,winter,0.0,0.0
0.168549,One Direction: This Is Us,Harry Styles|Niall Horan|Zayn Malik|Louis Tomlinson|Liam Payne,Morgan Spurlock,92,Documentary|Music,Columbia Pictures|Sony Pictures,2013-08-28,137,8.0,2013,9360333.52740424,0.0,August,8,summer,-9360333.52740424,-inf
